港澳4Gtv,#genre#
济南娱乐,http://140.250.221.14:4022/udp/239.21.1.66:5002
济南少儿,http://140.250.221.14:4022/udp/239.21.1.68:5002
济南影视,http://140.250.221.14:4022/udp/239.21.1.65:5002
济南生活,http://140.250.221.14:4022/udp/239.21.1.64:5002
济南都市,http://140.250.221.14:4022/udp/239.21.1.63:5002
济南鲁中,http://140.250.221.14:4022/udp/239.21.1.149:5002
烟台公共,http://140.250.221.14:4022/udp/239.21.1.117:5002
宁阳2,http://140.250.221.14:4022/udp/239.21.1.144:5002
菏泽2,http://140.250.221.14:4022/udp/239.21.2.18:5002
济宁公共,http://140.250.221.14:4022/udp/239.21.2.20:5002
济宁生活,http://140.250.221.14:4022/udp/239.21.1.139:5002
沂源新闻,http://140.250.221.14:4022/udp/239.21.1.114:5002
淄博生活,http://140.250.221.14:4022/udp/239.21.1.109:5002
淄博都市,http://140.250.221.14:4022/udp/239.21.1.83:5002
BRTV纪实科教,http://140.250.221.14:4022/udp/239.21.1.172:5002
湖南金鹰纪实,http://140.250.221.14:4022/udp/239.21.1.170:5002
上海纪实人文,http://140.250.221.14:4022/udp/239.21.1.171:5002
CETV1,http://140.250.221.14:4022/udp/239.21.2.7:5002
中国交通,http://140.250.221.14:4022/udp/239.21.1.115:5002
海看剧场,http://140.250.221.14:4022/udp/239.21.1.98:5002
CCTV-4 北美,http://140.250.221.14:4022/udp/239.21.2.29:5002
CCTV-4 欧洲,http://140.250.221.14:4022/udp/239.21.2.28:5002
CGTN,http://140.250.221.14:4022/udp/239.21.2.30:5002
CGTN俄语,http://140.250.221.14:4022/udp/239.21.2.35:5002
CGTN法语,http://140.250.221.14:4022/udp/239.21.2.33:5002
CGTN纪录,http://140.250.221.14:4022/udp/239.21.2.31:5002
CGTN西班牙语,http://140.250.221.14:4022/udp/239.21.2.32:5002
CGTN阿拉伯语,http://140.250.221.14:4022/udp/239.21.2.34:5002
东明1,http://140.250.221.14:4022/udp/239.21.1.246:5002
东营公共,http://140.250.221.14:4022/udp/239.21.1.82:5002
东营新闻,http://140.250.221.14:4022/udp/239.21.1.81:5002
冠县综合,http://140.250.221.14:4022/udp/239.21.1.250:5002
寿光蔬菜,http://140.250.221.14:4022/udp/239.21.1.218:5002
惠民综合,http://140.250.221.14:4022/udp/239.21.1.181:5002
日照新闻,http://140.250.221.14:4022/udp/239.21.1.79:5002
日照科教,http://140.250.221.14:4022/udp/239.21.1.80:5002
栖霞综合,http://140.250.221.14:4022/udp/239.21.1.229:5002
桓台综合,http://140.250.221.14:4022/udp/239.21.1.105:5002
滨州公共,http://140.250.221.14:4022/udp/239.21.1.119:5002
滨州新闻,http://140.250.221.14:4022/udp/239.21.1.118:5002
潍坊寿光新闻,http://140.250.221.14:4022/udp/239.21.1.180:5002
牟平新闻,http://140.250.221.14:4022/udp/239.21.2.10:5002
牟平生活,http://140.250.221.14:4022/udp/239.21.2.11:5002
菏泽1,http://140.250.221.14:4022/udp/239.21.1.103:5002
诸城新闻,http://140.250.221.14:4022/udp/239.21.1.217:5002
长清新闻,http://140.250.221.14:4022/udp/239.21.1.107:5002



















四川电信,#genre#
四川卫视,http://171.213.211.24:4022/udp/239.93.0.169:5140
康巴卫视,http://171.213.211.24:4022/udp/239.93.0.41:5140
四川影视文艺,http://171.213.211.24:4022/udp/239.93.0.166:5140
四川经济,http://171.213.211.24:4022/udp/239.93.1.101:5140
四川新闻,http://171.213.211.24:4022/udp/239.93.0.47:5140
四川乡村,http://171.213.211.24:4022/udp/239.93.0.52:5140
四川文化旅游,http://171.213.211.24:4022/udp/239.93.1.102:5140
四川科教,http://171.213.211.24:4022/udp/239.93.42.44:5140
四川峨眉电影,http://171.213.211.24:4022/udp/239.93.0.252:5140
四川妇女儿童,http://171.213.211.24:4022/udp/239.93.0.219:5140
凤凰中文,http://171.213.211.24:4022/udp/239.93.0.162:2192
凤凰资讯,http://171.213.211.24:4022/udp/239.93.0.118:2191
成都综合,http://171.213.211.24:4022/udp/239.93.0.16:5140
成都经济,http://171.213.211.24:4022/udp/239.93.0.17:1239
成都生活,http://171.213.211.24:4022/udp/239.93.0.18:1238
成都影视,http://171.213.211.24:4022/udp/239.93.0.19:1250
成都公共,http://171.213.211.24:4022/udp/239.93.1.231:5140
成都少儿,http://171.213.211.24:4022/udp/239.93.0.21:1251
蓉城先锋,http://171.213.211.24:4022/udp/239.93.0.91:2101
CCTV-1综合,http://171.213.211.24:4022/udp/239.93.0.184:5140
CCTV-2财经,http://171.213.211.24:4022/udp/239.93.1.23:6000
CCTV-3综艺,http://171.213.211.24:4022/udp/239.93.1.11:2223
CCTV-4中文国际,http://171.213.211.24:4022/udp/239.93.1.105:5140
CCTV-5体育,http://171.213.211.24:4022/udp/239.93.42.37:5140
CCTV-6电影,http://171.213.211.24:4022/udp/239.93.1.13:2226
CCTV-7国防军事,http://171.213.211.24:4022/udp/239.93.1.67:5140
CCTV-8电视剧,http://171.213.211.24:4022/udp/239.93.42.39:5140
CCTV-9纪录,http://171.213.211.24:4022/udp/239.93.1.24:5140
CCTV-10科教,http://171.213.211.24:4022/udp/239.93.1.28:5140
CCTV-11戏曲,http://171.213.211.24:4022/udp/239.93.0.102:5140
CCTV-12社会与法,http://171.213.211.24:4022/udp/239.93.1.30:8124
CCTV-13新闻,http://171.213.211.24:4022/udp/239.93.0.66:5140
CCTV-14少儿,http://171.213.211.24:4022/udp/239.93.1.29:6000
CCTV-15音乐,http://171.213.211.24:4022/udp/239.93.0.103:5140
CCTV-17农业农村,http://171.213.211.24:4022/udp/239.93.0.92:5140
CCTV-5+体育赛事,http://171.213.211.24:4022/udp/239.93.1.36:8004
CCTV-高尔夫网球,http://171.213.211.24:4022/udp/239.93.1.54:5140
CCTV-怀旧剧场,http://171.213.211.24:4022/udp/239.93.1.198:5140
CCTV-第一剧场,http://171.213.211.24:4022/udp/239.93.1.197:5140
CCTV-风云剧场,http://171.213.211.24:4022/udp/239.93.1.156:5140
绚影4K,http://171.213.211.24:4022/udp/239.93.42.33:5140
爱上4K,http://171.213.211.24:4022/udp/239.93.0.97:5140
4K乐享超清,http://171.213.211.24:4022/udp/239.93.0.43:5140
中录动漫4K,http://171.213.211.24:4022/udp/239.93.1.188:5140
百视通华语影院,http://171.213.211.24:4022/udp/239.93.0.138:5140
百视通星光院线,http://171.213.211.24:4022/udp/239.93.0.139:5140
百视通全球大片,http://171.213.211.24:4022/udp/239.93.0.105:5140
百视通热门剧场,http://171.213.211.24:4022/udp/239.93.0.140:5140
百视通谍战剧场,http://171.213.211.24:4022/udp/239.93.0.95:5140
百视通青春动漫,http://171.213.211.24:4022/udp/239.93.0.146:5140
百视通宝宝动画,http://171.213.211.24:4022/udp/239.93.0.147:5140
百视通热门综艺,http://171.213.211.24:4022/udp/239.93.0.151:5140
百视通戏曲精选,http://171.213.211.24:4022/udp/239.93.0.144:5140
百视通电竞天堂,http://171.213.211.24:4022/udp/239.93.1.135:5140
iHOT爱浪漫,http://171.213.211.24:4022/udp/239.93.42.21:5140
iHOT爱喜剧,http://171.213.211.24:4022/udp/239.93.42.9:5140
iHOT爱奇谈,http://171.213.211.24:4022/udp/239.93.42.22:5140
iHOT爱科幻,http://171.213.211.24:4022/udp/239.93.42.10:5140
iHOT爱院线,http://171.213.211.24:4022/udp/239.93.42.11:5140
iHOT爱谍战,http://171.213.211.24:4022/udp/239.93.42.14:5140
iHOT爱历史,http://171.213.211.24:4022/udp/239.93.42.13:5140
iHOT爱悬疑,http://171.213.211.24:4022/udp/239.93.42.12:5140
iHOT爱都市,http://171.213.211.24:4022/udp/239.93.42.15:5140
iHOT爱旅行,http://171.213.211.24:4022/udp/239.93.42.16:5140
iHOT爱体育,http://171.213.211.24:4022/udp/239.93.42.19:5140
iHOT爱赛车,http://171.213.211.24:4022/udp/239.93.42.20:5140
iHOT爱动漫,http://171.213.211.24:4022/udp/239.93.42.23:5140
iHOT爱幼教,http://171.213.211.24:4022/udp/239.93.42.17:5140
iHOT爱玩具,http://171.213.211.24:4022/udp/239.93.42.18:5140
湖南卫视,http://171.213.211.24:4022/udp/239.93.0.88:5140
江苏卫视,http://171.213.211.24:4022/udp/239.93.0.89:5140
浙江卫视,http://171.213.211.24:4022/udp/239.93.0.124:5140
东方卫视,http://171.213.211.24:4022/udp/239.93.0.123:5140
北京卫视,http://171.213.211.24:4022/udp/239.93.0.180:5140
深圳卫视,http://171.213.211.24:4022/udp/239.93.0.182:5140
广东卫视,http://171.213.211.24:4022/udp/239.93.0.181:5140
天津卫视,http://171.213.211.24:4022/udp/239.93.0.167:5140
山东卫视,http://171.213.211.24:4022/udp/239.93.0.168:5140
江西卫视,http://171.213.211.24:4022/udp/239.93.0.134:5140
东南卫视,http://171.213.211.24:4022/udp/239.93.0.42:5140
黑龙江卫视,http://171.213.211.24:4022/udp/239.93.0.183:5140
重庆卫视,http://171.213.211.24:4022/udp/239.93.1.107:5140
贵州卫视,http://171.213.211.24:4022/udp/239.93.0.131:5140
湖北卫视,http://171.213.211.24:4022/udp/239.93.0.250:5140
安徽卫视,http://171.213.211.24:4022/udp/239.93.1.106:5140
河北卫视,http://171.213.211.24:4022/udp/239.93.0.132:5140
辽宁卫视,http://171.213.211.24:4022/udp/239.93.1.108:5140
云南卫视,http://171.213.211.24:4022/udp/239.93.1.174:5140
河南卫视,http://171.213.211.24:4022/udp/239.93.42.45:5140
广西卫视,http://171.213.211.24:4022/udp/239.93.42.46:5140
云南卫视,http://171.213.211.24:4022/udp/239.93.0.174:5140
吉林卫视,http://171.213.211.24:4022/udp/239.93.0.248:5140
甘肃卫视,http://171.213.211.24:4022/udp/239.93.0.81:5140
陕西卫视,http://171.213.211.24:4022/udp/239.93.0.143:5140
红色经典,http://171.213.211.24:4022/udp/239.93.1.176:5140
上海都市剧场,http://171.213.211.24:4022/udp/239.93.42.30:5140
上海纪实人文,http://171.213.211.24:4022/udp/239.93.1.137:5140
上海生活时尚,http://171.213.211.24:4022/udp/239.93.42.29:5140
上海东方财经,http://171.213.211.24:4022/udp/239.93.1.165:5140
湖南快乐垂钓,http://171.213.211.24:4022/udp/239.93.1.151:5140
湖南茶,http://171.213.211.24:4022/udp/239.93.0.114:5140
CGTN英语,http://171.213.211.24:4022/udp/239.93.0.104:5140
CGTN西班牙语,http://171.213.211.24:4022/udp/239.93.42.49:5140
CGTN法语,http://171.213.211.24:4022/udp/239.93.42.50:5140
CETV-1,http://171.213.211.24:4022/udp/239.93.1.111:5140
求索,http://171.213.211.24:4022/udp/239.93.42.24:5140
i成都,http://171.213.211.24:4022/udp/239.93.1.104:1234
亲子趣学4K,http://171.213.211.24:4022/udp/239.93.1.191:5140
少儿天地,http://171.213.211.24:4022/udp/239.93.42.34:5140
爱宠宠物,http://171.213.211.24:4022/udp/239.93.42.32:5140
来钓鱼吧,http://171.213.211.24:4022/udp/239.93.42.8:5140
麻辣体育,http://171.213.211.24:4022/udp/239.93.42.2:5140
熊猫体娱,http://171.213.211.24:4022/udp/239.93.0.94:5140
熊猫少儿,http://171.213.211.24:4022/udp/239.93.1.189:5140
熊猫影院,http://171.213.211.24:4022/udp/239.93.0.214:5140
熊猫卡通,http://171.213.211.24:4022/udp/239.93.1.172:5140
熊猫,http://171.213.211.24:4022/udp/239.93.0.211:9148
熊猫24小时,http://171.213.211.24:4022/udp/239.93.1.178:5140
收视导视,http://171.213.211.24:4022/udp/239.93.1.39:5140
熊猫爱生活,http://171.213.211.24:4022/udp/239.93.1.190:5140
大爱四川,http://171.213.211.24:4022/udp/239.93.1.110:5140
大爱旅游,http://171.213.211.24:4022/udp/239.93.42.70:5140
大爱生活,http://171.213.211.24:4022/udp/239.93.42.71:5140
大爱时尚,http://171.213.211.24:4022/udp/239.93.42.72:5140
天元围棋,http://171.213.211.24:4022/udp/239.93.42.55:5140
乐龄学堂,http://171.213.211.24:4022/udp/239.93.1.179:5140
星空卫视,http://171.213.211.24:4022/udp/239.93.0.156:2193
CHANNEL-V,http://171.213.211.24:4022/udp/239.93.0.157:2194



















广东0602,#genre#
广东珠江高清,http://113.101.119.50:8090/hls/105/index.m3u8
湛江公共,http://113.101.119.50:8090/hls/3/index.m3u8
广东经济科教,http://113.101.119.50:8090/hls/129/index.m3u8
岭南戏曲,http://113.101.119.50:8090/hls/22/index.m3u8
广东新闻,http://113.101.119.50:8090/hls/106/index.m3u8
南方卫视,http://113.101.119.50:8090/hls/109/index.m3u8
广东体育,http://113.101.119.50:8090/hls/108/index.m3u8
广东影视,http://113.101.119.50:8090/hls/110/index.m3u8
广东少儿,http://113.101.119.50:8090/hls/111/index.m3u8
CCTV-2高清,http://113.101.119.50:8090/hls/114/index.m3u8
CCTV-3高清,http://113.101.119.50:8090/hls/115/index.m3u8
CCTV-4高清,http://113.101.119.50:8090/hls/116/index.m3u8
CCTV5,http://113.101.119.50:8090/hls/58/index.m3u8
CCTV-5+,http://113.101.119.50:8090/hls/10/index.m3u8
CCTV-7高清,http://113.101.119.50:8090/hls/119/index.m3u8
CCTV-8高清,http://113.101.119.50:8090/hls/120/index.m3u8
CCTV-11高清,http://113.101.119.50:8090/hls/123/index.m3u8
CCTV-12高清,http://113.101.119.50:8090/hls/124/index.m3u8
CCTV-13高清,http://113.101.119.50:8090/hls/125/index.m3u8
CCTV-15高清,http://113.101.119.50:8090/hls/127/index.m3u8
天津卫视,http://113.101.119.50:8090/hls/132/index.m3u8





广西电信,#genre#
广西卫视,http://124.226.132.38:19090/udp/239.81.0.107:4056
广西综艺旅游,http://124.226.132.38:19090/udp/239.81.0.214:4056
广西影视,http://124.226.132.38:19090/udp/239.81.0.250:4056
广西新闻,http://124.226.132.38:19090/udp/239.81.0.248:4056
广西都市,http://124.226.132.38:19090/udp/239.81.0.247:4056
广西国际,http://124.226.132.38:19090/udp/239.81.0.8:4056
广西移动电视,http://124.226.132.38:19090/udp/239.81.0.10:4056
南宁新闻综合,http://124.226.132.38:19090/udp/239.81.0.241:4056
CCTV-1综合,http://124.226.132.38:19090/udp/239.81.0.102:4056
CCTV-2财经,http://124.226.132.38:19090/udp/239.81.0.115:4056
CCTV-3综艺,http://124.226.132.38:19090/udp/239.81.0.231:4056
CCTV-4中文国际,http://124.226.132.38:19090/udp/239.81.0.96:4056
CCTV-5体育,http://124.226.132.38:19090/udp/239.81.0.232:4056
CCTV-6电影,http://124.226.132.38:19090/udp/239.81.0.233:4056
CCTV-7国防军事,http://124.226.132.38:19090/udp/239.81.0.116:4056
CCTV-8电视剧,http://124.226.132.38:19090/udp/239.81.0.234:4056
CCTV-9纪录,http://124.226.132.38:19090/udp/239.81.0.117:4056
CCTV-10科教,http://124.226.132.38:19090/udp/239.81.0.118:4056
CCTV-11戏曲,http://124.226.132.38:19090/udp/239.81.0.229:4056
CCTV-12社会与法,http://124.226.132.38:19090/udp/239.81.0.119:4056
CCTV-13新闻,http://124.226.132.38:19090/udp/239.81.0.206:4056
CCTV-14少儿,http://124.226.132.38:19090/udp/239.81.0.120:4056
CCTV-15音乐,http://124.226.132.38:19090/udp/239.81.0.230:4056
CCTV-17农业农村,http://124.226.132.38:19090/udp/239.81.0.228:4056
CCTV-5+体育赛事,http://124.226.132.38:19090/udp/239.81.0.101:4056
北京卫视,http://124.226.132.38:19090/udp/239.81.0.109:4056
天津卫视,http://124.226.132.38:19090/udp/239.81.0.113:4056
东方卫视,http://124.226.132.38:19090/udp/239.81.0.111:4056
浙江卫视,http://124.226.132.38:19090/udp/239.81.0.108:4056
安徽卫视,http://124.226.132.38:19090/udp/239.81.0.211:4056
江苏卫视,http://124.226.132.38:19090/udp/239.81.0.106:4056
山东卫视,http://124.226.132.38:19090/udp/239.81.0.114:4056
广东卫视,http://124.226.132.38:19090/udp/239.81.0.104:4056
四川卫视,http://124.226.132.38:19090/udp/239.81.0.130:4056
深圳卫视,http://124.226.132.38:19090/udp/239.81.0.103:4056
湖南卫视,http://124.226.132.38:19090/udp/239.81.0.110:4056
湖北卫视,http://124.226.132.38:19090/udp/239.81.0.112:4056
河北卫视,http://124.226.132.38:19090/udp/239.81.0.94:4056
江西卫视,http://124.226.132.38:19090/udp/239.81.0.204:4056
东南卫视,http://124.226.132.38:19090/udp/239.81.0.215:4056
贵州卫视,http://124.226.132.38:19090/udp/239.81.0.95:4056
辽宁卫视,http://124.226.132.38:19090/udp/239.81.0.210:4056
黑龙江卫视,http://124.226.132.38:19090/udp/239.81.0.105:4056
甘肃卫视,http://124.226.132.38:19090/udp/239.81.0.207:4056
重庆卫视,http://124.226.132.38:19090/udp/239.81.0.47:4056
吉林卫视,http://124.226.132.38:19090/udp/239.81.0.58:4056
陕西卫视,http://124.226.132.38:19090/udp/239.81.0.89:4056
山西卫视,http://124.226.132.38:19090/udp/239.81.0.49:4056
河南卫视,http://124.226.132.38:19090/udp/239.81.0.44:4056
宁夏卫视,http://124.226.132.38:19090/udp/239.81.0.60:4056
内蒙古卫视,http://124.226.132.38:19090/udp/239.81.0.54:4056
青海卫视,http://124.226.132.38:19090/udp/239.81.0.53:4056
新疆卫视,http://124.226.132.38:19090/udp/239.81.0.46:4056
西藏卫视,http://124.226.132.38:19090/udp/239.81.0.55:4056
云南卫视,http://124.226.132.38:19090/udp/239.81.0.45:4056
海南卫视,http://124.226.132.38:19090/udp/239.81.0.48:4056
三沙卫视,http://124.226.132.38:19090/udp/239.81.0.242:4056
大湾区卫视,http://124.226.132.38:19090/udp/239.81.0.32:4056
厦门卫视,http://124.226.132.38:19090/udp/239.81.0.212:4056
兵团卫视,http://124.226.132.38:19090/udp/239.81.0.213:4056
山东教育卫视,http://124.226.132.38:19090/udp/239.81.0.93:4056
嘉佳卡通,http://124.226.132.38:19090/udp/239.81.0.64:4056
卡酷动画,http://124.226.132.38:19090/udp/239.81.0.62:4056
金鹰卡通,http://124.226.132.38:19090/udp/239.81.0.61:4056
新动漫,http://124.226.132.38:19090/udp/239.81.0.235:4056
电竞游戏,http://124.226.132.38:19090/udp/239.81.0.202:4056
CETV1,http://124.226.132.38:19090/udp/239.81.0.92:4056
CETV2,http://124.226.132.38:19090/udp/239.81.0.245:4056
CETV4,http://124.226.132.38:19090/udp/239.81.0.246:4056
CGTN,http://124.226.132.38:19090/udp/239.81.0.28:4056
南宁影视娱乐,http://124.226.132.38:19090/udp/239.81.0.128:4056
南宁公共,http://124.226.132.38:19090/udp/239.81.0.129:4056
南宁文旅生活,http://124.226.132.38:19090/udp/239.81.0.127:4056
柳州新闻,http://124.226.132.38:19090/udp/239.81.0.134:4056
北海新闻,http://124.226.132.38:19090/udp/239.81.0.136:4056
玉林新闻,http://124.226.132.38:19090/udp/239.81.0.138:4056
贺州新闻,http://124.226.132.38:19090/udp/239.81.0.137:4056
桂林新闻,http://124.226.132.38:19090/udp/239.81.0.135:4056
华数爱上4K,http://124.226.132.38:19090/udp/239.81.0.123:4056
广西IPTV7,http://124.226.132.38:19090/udp/239.81.0.253:4056
广西IPTV8,http://124.226.132.38:19090/udp/239.81.0.208:4056
IPTV6电影,http://124.226.132.38:19090/udp/239.81.0.100:4056
IPTV12,http://124.226.132.38:19090/udp/239.81.0.124:4056
IPTV5体育,http://124.226.132.38:19090/udp/239.81.0.12:4056

















广东电信,#genre#
广东卫视,http://116.16.188.30:4022/udp/239.77.1.19:5146
广东卫视,http://116.16.188.30:4022/udp/239.77.1.152:5146
广东卫视,http://116.16.188.30:4022/udp/239.77.0.166:5146
广东珠江,http://116.16.188.30:4022/udp/239.77.0.1:5146
广东珠江,http://116.16.188.30:4022/udp/239.77.0.114:5146
广东新闻,http://116.16.188.30:4022/udp/239.77.0.173:5146
广东民生,http://116.16.188.30:4022/udp/239.77.0.225:5146
广东体育,http://116.16.188.30:4022/udp/239.77.0.112:5146
广东体育,http://116.16.188.30:4022/udp/239.77.0.168:5146
广东经济科教,http://116.16.188.30:4022/udp/239.77.0.85:5146
广东经济科教,http://116.16.188.30:4022/udp/239.77.0.167:5146
广东大湾区卫视,http://116.16.188.30:4022/udp/239.77.0.215:5146
广东影视,http://116.16.188.30:4022/udp/239.77.0.217:5146
广东少儿,http://116.16.188.30:4022/udp/239.77.0.250:5146
广东嘉佳卡通,http://116.16.188.30:4022/udp/239.77.0.179:5146
广东综艺4K,http://116.16.188.30:4022/udp/239.77.0.252:5146
广东4K超高清,http://116.16.188.30:4022/udp/239.77.0.245:5146
广东4K超高清,http://116.16.188.30:4022/udp/239.77.1.237:5146
广东4K超高清,http://116.16.188.30:4022/udp/239.77.0.244:5146
广州综合,http://116.16.188.30:4022/udp/239.253.43.71:5146
广州新闻,http://116.16.188.30:4022/udp/239.253.43.72:5146
广州影视,http://116.16.188.30:4022/udp/239.253.43.73:5146
广州法治,http://116.16.188.30:4022/udp/239.253.43.74:5146
南国都市4K,http://116.16.188.30:4022/udp/239.253.43.99:5146
深圳卫视,http://116.16.188.30:4022/udp/239.77.1.3:5146
深圳卫视,http://116.16.188.30:4022/udp/239.77.0.130:5146
深圳都市,http://116.16.188.30:4022/udp/239.77.1.176:5146
深圳电视剧,http://116.16.188.30:4022/udp/239.77.1.177:5146
深圳财经生活,http://116.16.188.30:4022/udp/239.77.1.242:5146
深圳体育健康,http://116.16.188.30:4022/udp/239.77.1.128:5146
深圳少儿,http://116.16.188.30:4022/udp/239.77.1.244:5146
宝安,http://116.16.188.30:4022/udp/239.77.1.67:5146
深圳龙岗,http://116.16.188.30:4022/udp/239.77.1.223:5146
佛山公共,http://116.16.188.30:4022/udp/239.253.43.53:5146
佛山南海,http://116.16.188.30:4022/udp/239.253.43.54:5146
佛山顺德,http://116.16.188.30:4022/udp/239.253.43.55:5146
佛山影视,http://116.16.188.30:4022/udp/239.253.43.56:5146
佛山综合,http://116.16.188.30:4022/udp/239.253.43.57:5146
东莞新闻综合,http://116.16.188.30:4022/udp/239.253.43.104:5146
东莞生活资讯,http://116.16.188.30:4022/udp/239.253.43.105:5146
韶关新闻综合,http://116.16.188.30:4022/udp/239.77.0.117:5146
湛江新闻综合,http://116.16.188.30:4022/udp/239.77.0.141:5146
湛江公共,http://116.16.188.30:4022/udp/239.77.0.140:5146
揭阳综合,http://116.16.188.30:4022/udp/239.77.0.229:5146
揭阳生活,http://116.16.188.30:4022/udp/239.77.0.251:5146
汕尾新闻综合,http://116.16.188.30:4022/udp/239.77.0.25:5146
汕尾文化生活,http://116.16.188.30:4022/udp/239.77.0.187:5146
江门综合,http://116.16.188.30:4022/udp/239.77.0.201:5146
江门侨乡生活,http://116.16.188.30:4022/udp/239.77.0.202:5146
潮州综合,http://116.16.188.30:4022/udp/239.253.43.70:5146
潮州民生,http://116.16.188.30:4022/udp/239.253.43.75:5146
HZTV-1,http://116.16.188.30:4022/udp/239.77.1.232:5146
HZTV-2,http://116.16.188.30:4022/udp/239.77.1.233:5146
珠海-1,http://116.16.188.30:4022/udp/239.77.0.155:5146
肇庆综合,http://116.16.188.30:4022/udp/239.253.43.1:5146
肇庆生活服务,http://116.16.188.30:4022/udp/239.253.43.2:5146
河源综合,http://116.16.188.30:4022/udp/239.253.43.213:5146
河源公共,http://116.16.188.30:4022/udp/239.253.43.214:5146
清远新闻综合,http://116.16.188.30:4022/udp/239.253.43.33:5146
清远文旅生活,http://116.16.188.30:4022/udp/239.253.43.34:5146
云浮综合,http://116.16.188.30:4022/udp/239.77.0.253:5146
云浮文旅,http://116.16.188.30:4022/udp/239.77.0.254:5146
茂名综合,http://116.16.188.30:4022/udp/239.77.0.206:5146
茂名文化生活,http://116.16.188.30:4022/udp/239.77.0.207:5146
汕头综合,http://116.16.188.30:4022/udp/239.253.43.45:5146
汕头经济生活,http://116.16.188.30:4022/udp/239.253.43.46:5146
中山综合,http://116.16.188.30:4022/udp/239.253.43.62:5146
香山文化,http://116.16.188.30:4022/udp/239.253.43.63:5146
CCTV-1综合,http://116.16.188.30:4022/udp/239.77.1.144:5146
CCTV-2财经,http://116.16.188.30:4022/udp/239.77.1.158:5146
CCTV-3综艺,http://116.16.188.30:4022/udp/239.77.0.169:5146
CCTV-4中文国际,http://116.16.188.30:4022/udp/239.77.1.163:5146
CCTV-5体育,http://116.16.188.30:4022/udp/239.77.0.170:5146
CCTV-5+体育赛事,http://116.16.188.30:4022/udp/239.77.0.87:5146
CCTV-5+体育赛事,http://116.16.188.30:4022/udp/239.77.1.31:5146
CCTV-6电影,http://116.16.188.30:4022/udp/239.77.0.171:5146
CCTV-7国防军事,http://116.16.188.30:4022/udp/239.77.0.138:5146
CCTV-8电视剧,http://116.16.188.30:4022/udp/239.77.0.172:5146
CCTV-9纪录,http://116.16.188.30:4022/udp/239.77.0.135:5146
CCTV-10科教,http://116.16.188.30:4022/udp/239.77.0.134:5146
CCTV-11戏曲,http://116.16.188.30:4022/udp/239.77.1.238:5146
CCTV-12社会与法,http://116.16.188.30:4022/udp/239.77.0.136:5146
CCTV-13新闻,http://116.16.188.30:4022/udp/239.253.43.196:5146
CCTV-14少儿,http://116.16.188.30:4022/udp/239.77.1.161:5146
CCTV-15音乐,http://116.16.188.30:4022/udp/239.77.1.239:5146
CCTV-16奥林匹克,http://116.16.188.30:4022/udp/239.77.0.165:5146
CCTV-17农业农村,http://116.16.188.30:4022/udp/239.77.1.121:5146
CCTV-4K超高清,http://116.16.188.30:4022/udp/239.77.0.194:5146
CCTV-4K超高清,http://116.16.188.30:4022/udp/239.77.0.174:5146
CCTV-兵器科技,http://116.16.188.30:4022/udp/239.253.43.9:5146
CCTV-第一剧场,http://116.16.188.30:4022/udp/239.253.43.15:5146
CCTV-电视指南,http://116.16.188.30:4022/udp/239.253.43.10:5146
CCTV-风云剧场,http://116.16.188.30:4022/udp/239.253.43.16:5146
CCTV-风云音乐,http://116.16.188.30:4022/udp/239.253.43.6:5146
CCTV-风云足球,http://116.16.188.30:4022/udp/239.253.43.14:5146
CCTV-高尔夫·网球,http://116.16.188.30:4022/udp/239.253.43.12:5146
CCTV-怀旧剧场,http://116.16.188.30:4022/udp/239.253.43.5:5146
CCTV-女性时尚,http://116.16.188.30:4022/udp/239.253.43.8:5146
CCTV-世界地理,http://116.16.188.30:4022/udp/239.253.43.7:5146
CCTV-央视台球,http://116.16.188.30:4022/udp/239.253.43.11:5146
CCTV-文化精品,http://116.16.188.30:4022/udp/239.253.43.13:5146
湖南卫视,http://116.16.188.30:4022/udp/239.77.1.5:5146
浙江卫视,http://116.16.188.30:4022/udp/239.77.1.33:5146
江苏卫视,http://116.16.188.30:4022/udp/239.77.1.18:5146
东方卫视,http://116.16.188.30:4022/udp/239.77.1.218:5146
安徽卫视,http://116.16.188.30:4022/udp/239.77.1.92:5146
北京卫视,http://116.16.188.30:4022/udp/239.77.1.4:5146
北京卫视,http://116.16.188.30:4022/udp/239.77.1.151:5146
天津卫视,http://116.16.188.30:4022/udp/239.77.1.141:5146
天津卫视,http://116.16.188.30:4022/udp/239.77.1.182:5146
天津卫视,http://116.16.188.30:4022/udp/239.77.0.131:5146
山东卫视,http://116.16.188.30:4022/udp/239.77.1.142:5146
江西卫视,http://116.16.188.30:4022/udp/239.77.1.219:5146
湖北卫视,http://116.16.188.30:4022/udp/239.77.0.128:5146
辽宁卫视,http://116.16.188.30:4022/udp/239.77.1.103:5146
黑龙江卫视,http://116.16.188.30:4022/udp/239.77.0.124:5146
贵州卫视,http://116.16.188.30:4022/udp/239.77.1.221:5146
四川卫视,http://116.16.188.30:4022/udp/239.77.1.215:5146
河南卫视,http://116.16.188.30:4022/udp/239.77.1.229:5146
云南卫视,http://116.16.188.30:4022/udp/239.253.43.37:5146
重庆卫视,http://116.16.188.30:4022/udp/239.77.1.162:5146
河北卫视,http://116.16.188.30:4022/udp/239.77.1.214:5146
