臺灣 Taiwan,#genre#
Sony Yay Tamil,https://Smart.pendy.dpdns.org/Smart.php?id=sonyyaytam_raj
Sun TV India,https://Smart.pendy.dpdns.org/Smart.php?id=suntv_raj
Starmaa HD,https://Smart.pendy.dpdns.org/Smart.php?id=starmaa_raj
Starmaa Movies HD,https://Smart.pendy.dpdns.org/Smart.php?id=starmaamovies_raj
Bollyone,https://Smart.pendy.dpdns.org/Smart.php?id=Bollyone
Astro Sunmusic,https://Smart.pendy.dpdns.org/Smart.php?id=Sunmusic
Sony Pix HD,https://Smart.pendy.dpdns.org/Smart.php?id=sonypix_mega
Vijay Super,https://Smart.pendy.dpdns.org/Smart.php?id=vijaysuper_raj
電影 Movie,#genre#
AXN,https://Smart.pendy.dpdns.org/Smart.php?id=axn_twn
Animax,https://Smart.pendy.dpdns.org/Smart.php?id=Animax
Astrol Kplus,https://Smart.pendy.dpdns.org/Smart.php?id=Kplus
Axn HD,https://Smart.pendy.dpdns.org/Smart.php?id=Axn
CCTV-6,https://Smart.pendy.dpdns.org/Smart.php?id=cctv6
CINEMAX,https://Smart.pendy.dpdns.org/Smart.php?id=cinemax_twn
Celestial Classic,https://Smart.pendy.dpdns.org/Smart.php?id=Celestial2
Celestial Movies HD,https://Smart.pendy.dpdns.org/Smart.php?id=Celestialindo
Cinemax,https://Smart.pendy.dpdns.org/Smart.php?id=Cinemax
HBO Family,https://Smart.pendy.dpdns.org/Smart.php?id=Hbofamily
HBO HD,https://Smart.pendy.dpdns.org/Smart.php?id=Hbo
HBO Hits,https://Smart.pendy.dpdns.org/Smart.php?id=Hbohits
HBO Signature,https://Smart.pendy.dpdns.org/Smart.php?id=Hbosignature
HBO_HD,https://Smart.pendy.dpdns.org/Smart.php?id=hbohd_twn
HBO_HITS,https://Smart.pendy.dpdns.org/Smart.php?id=hbohits_twn
Hits Movie,https://Smart.pendy.dpdns.org/Smart.php?id=Hitsmovie
Hits,https://Smart.pendy.dpdns.org/Smart.php?id=Hits
Hollywood Movies,https://Smart.pendy.dpdns.org/Smart.php?id=hollywoodmovies_twn
Movies Now HD,https://Smart.pendy.dpdns.org/Smart.php?id=moviesnow_raj
One,https://Smart.pendy.dpdns.org/Smart.php?id=One_mega
Paramount Network,https://Smart.pendy.dpdns.org/Smart.php?id=Paramountnetwork
Rock Actions,https://Smart.pendy.dpdns.org/Smart.php?id=Rockaction
Rock Entertainment,https://Smart.pendy.dpdns.org/Smart.php?id=Rockentertain
SCM,https://Smart.pendy.dpdns.org/Smart.php?id=Weishimovie
Sony Pix HD,https://Smart.pendy.dpdns.org/Smart.php?id=sonypix_mega
Star Movies HD,https://Smart.pendy.dpdns.org/Smart.php?id=starmovies_raj
Thrill,https://Smart.pendy.dpdns.org/Smart.php?id=Thrill
Warner TV,https://Smart.pendy.dpdns.org/Smart.php?id=WarnerTV
tvN Movie,https://Smart.pendy.dpdns.org/Smart.php?id=Tvnmovie
大愛2台,https://Smart.pendy.dpdns.org/Smart.php?id=catchplay_twn
龍華電影,https://Smart.pendy.dpdns.org/Smart.php?id=xingwei_movie
東森洋片,https://Smart.pendy.dpdns.org/Smart.php?id=ettvwestern
東森電影,https://Smart.pendy.dpdns.org/Smart.php?id=ettvmovie
美亞電影,https://Smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn
龍華洋片,https://Smart.pendy.dpdns.org/Smart.php?id=lunghuawestern_twn
龍祥时代,https://Smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
紀錄 Documentary,#genre#
AFC 亞洲旅遊台,https://Smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn
Animal Planet (Eng),https://Smart.pendy.dpdns.org/Smart.php?id=AnimalPlanet
Animal_Planet,https://Smart.pendy.dpdns.org/Smart.php?id=animalplanet_twn
Asia Travel,https://Smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn
BBC Earth HD,https://Smart.pendy.dpdns.org/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,https://Smart.pendy.dpdns.org/Smart.php?id=bbclifestyle_twn
CI,https://Smart.pendy.dpdns.org/Smart.php?id=ci_twn
Discovery Asia,https://Smart.pendy.dpdns.org/Smart.php?id=discoverytwn_twn
Discovery HD,https://Smart.pendy.dpdns.org/Smart.php?id=discoveryhd_twn
Fashion TV,https://Smart.pendy.dpdns.org/Smart.php?id=fashiontv_twn
Foodnetwork Hd,https://Smart.pendy.dpdns.org/Smart.php?id=Foodnetwork_mega
HGTV,https://Smart.pendy.dpdns.org/Smart.php?id=HGTV
History,https://Smart.pendy.dpdns.org/Smart.php?id=History
MTV Live,https://Smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
NatGeo HD,https://Smart.pendy.dpdns.org/Smart.php?id=Natgeo
NatGeo Wild HD,https://Smart.pendy.dpdns.org/Smart.php?id=Natgeowild
NatGeo_Wild HD,https://Smart.pendy.dpdns.org/Smart.php?id=natgeowild_twn
Natgeo_HD,https://Smart.pendy.dpdns.org/Smart.php?id=natgeohd_twn
TLC,https://Smart.pendy.dpdns.org/Smart.php?id=Tlc
TLC Asia,https://Smart.pendy.dpdns.org/Smart.php?id=tlc_twn
亞洲美食,https://Smart.pendy.dpdns.org/Smart.php?id=afc_twn
美食星球,https://Smart.pendy.dpdns.org/Smart.php?id=foodplanet_twn
新聞 News,#genre#
ABC News,https://Smart.pendy.dpdns.org/Smart.php?id=abcnews_glo
Al-Jazeera,https://Smart.pendy.dpdns.org/Smart.php?id=aljazeera_twn
BBC World News,https://Smart.pendy.dpdns.org/Smart.php?id=Bbcnews
BBC World News,https://Smart.pendy.dpdns.org/Smart.php?id=bbcnews_twn
Bloomberg News,https://Smart.pendy.dpdns.org/Smart.php?id=bloomberg_twn
CBS HD,https://Smart.pendy.dpdns.org/Smart.php?id=cbshd_glo
CBSN HD,https://Smart.pendy.dpdns.org/Smart.php?id=cbsn_glo
CGTN,https://Smart.pendy.dpdns.org/Smart.php?id=CGTN
CNA,https://Smart.pendy.dpdns.org/Smart.php?id=cna
CNBC,https://Smart.pendy.dpdns.org/Smart.php?id=cnbc_twn
CNN International,https://Smart.pendy.dpdns.org/Smart.php?id=Cnn
CNN(備用),https://Smart.pendy.dpdns.org/Smart.php?id=cnn_twn
DW (Deutsch),https://Smart.pendy.dpdns.org/Smart.php?id=dw_twn
Fox News,https://Smart.pendy.dpdns.org/Smart.php?id=foxnews_twn
France 24,https://Smart.pendy.dpdns.org/Smart.php?id=france24_twn
NHK World,https://Smart.pendy.dpdns.org/Smart.php?id=nhkworld_japan
Skynews,https://Smart.pendy.dpdns.org/Smart.php?id=skynews_antik
東森財經新聞,https://Smart.pendy.dpdns.org/Smart.php?id=ettvcaijing_twn
兒童 Kids,#genre#
Animax,https://Smart.pendy.dpdns.org/Smart.php?id=Animax
Baby TV Eng,https://Smart.pendy.dpdns.org/Smart.php?id=Babytv
Baby TV,https://Smart.pendy.dpdns.org/Smart.php?id=babytv_twn
Boomerang Taiwan,https://Smart.pendy.dpdns.org/Smart.php?id=boomerang_twn
Boomerang,https://Smart.pendy.dpdns.org/Smart.php?id=Boomerang
CBeebies,https://Smart.pendy.dpdns.org/Smart.php?id=Cbeebies
Cartoon Network,https://Smart.pendy.dpdns.org/Smart.php?id=Cn
Disney Taiwan,https://Smart.pendy.dpdns.org/Smart.php?id=disneytwn_twn
Kids TV,https://Smart.pendy.dpdns.org/Smart.php?id=KidsTV
MiaoMi,https://Smart.pendy.dpdns.org/Smart.php?id=MiaoMi
Momo TV,https://Smart.pendy.dpdns.org/Smart.php?id=momo1_twn
Nick Jr,https://Smart.pendy.dpdns.org/Smart.php?id=Nickjr
Nickelodeon,https://Smart.pendy.dpdns.org/Smart.php?id=Nickelodeon
東森幼幼 Yoyo TV,https://Smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
靖天卡通台,https://Smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
泰國 Thailand,#genre#
Amarin,https://Smart.pendy.dpdns.org/Smart.php?id=amarin_pat
Ch 8,https://Smart.pendy.dpdns.org/Smart.php?id=ch8_pat
Channel 3 Thailand,https://Smart.pendy.dpdns.org/Smart.php?id=ch3_pat
Channel 5 Thailand,https://Smart.pendy.dpdns.org/Smart.php?id=ch5_pat
Channel 7 Thailand,https://Smart.pendy.dpdns.org/Smart.php?id=ch7_pat
Gmm Channel,https://Smart.pendy.dpdns.org/Smart.php?id=gmmchannel_pat
GmmOne,https://Smart.pendy.dpdns.org/Smart.php?id=gmmone_pat
MCOT HD Thailand-1,https://Smart.pendy.dpdns.org/Smart.php?id=mcot_pat
Mono,https://Smart.pendy.dpdns.org/Smart.php?id=mono_pat
Nation,https://Smart.pendy.dpdns.org/Smart.php?id=nation_pat
Nbt,https://Smart.pendy.dpdns.org/Smart.php?id=nbt_pat
New,https://Smart.pendy.dpdns.org/Smart.php?id=new_pat
PPTV Thailand1,https://Smart.pendy.dpdns.org/Smart.php?id=pptv_pat
TPTV,https://Smart.pendy.dpdns.org/Smart.php?id=tptv_pat
Thai Thai,https://Smart.pendy.dpdns.org/Smart.php?id=thaithai_pat
Thairath,https://Smart.pendy.dpdns.org/Smart.php?id=thairath_pat
Tnn24,https://Smart.pendy.dpdns.org/Smart.php?id=tnn24_pat
Workpoint,https://Smart.pendy.dpdns.org/Smart.php?id=workpoint_pat
tpbs,https://Smart.pendy.dpdns.org/Smart.php?id=tpbs_pat
英國 United Kingdom,#genre#
Al-Jazeera,https://Smart.pendy.dpdns.org/Smart.php?id=aljazeera_twn
Animal Planet (Eng),https://Smart.pendy.dpdns.org/Smart.php?id=AnimalPlanet
Axn HD,https://Smart.pendy.dpdns.org/Smart.php?id=Axn
BBC 1,https://Smart.pendy.dpdns.org/Smart.php?id=bbc1_antik
BBC 2,https://Smart.pendy.dpdns.org/Smart.php?id=bbc2_antik
BBC Earth HD,https://Smart.pendy.dpdns.org/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,https://Smart.pendy.dpdns.org/Smart.php?id=bbclifestyle_twn
BBC World News,https://Smart.pendy.dpdns.org/Smart.php?id=bbcworldnews_antik
Bloomberg News,https://Smart.pendy.dpdns.org/Smart.php?id=bloomberg_twn
Boomerang,https://Smart.pendy.dpdns.org/Smart.php?id=Boomerang
CBBC,https://Smart.pendy.dpdns.org/Smart.php?id=cbbc_antik
CBeebies,https://Smart.pendy.dpdns.org/Smart.php?id=Cbeebies
CGTN,https://Smart.pendy.dpdns.org/Smart.php?id=CGTN
CNBC,https://Smart.pendy.dpdns.org/Smart.php?id=cnbc_twn
Channel 4,https://Smart.pendy.dpdns.org/Smart.php?id=channel4_antik
DW (Deutsch),https://Smart.pendy.dpdns.org/Smart.php?id=dw_twn
Euronews,https://Smart.pendy.dpdns.org/Smart.php?id=euronews_antik
France 24,https://Smart.pendy.dpdns.org/Smart.php?id=france24_twn
Freesports,https://Smart.pendy.dpdns.org/Smart.php?id=freesports_antik
HBO HD,https://Smart.pendy.dpdns.org/Smart.php?id=Hbo
HGTV,https://Smart.pendy.dpdns.org/Smart.php?id=HGTV
History,https://Smart.pendy.dpdns.org/Smart.php?id=History
Hits Movie,https://Smart.pendy.dpdns.org/Smart.php?id=Hitsmovie
Kids TV,https://Smart.pendy.dpdns.org/Smart.php?id=KidsTV
MTV Live,https://Smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
More4,https://Smart.pendy.dpdns.org/Smart.php?id=more4_antik
NHK World,https://Smart.pendy.dpdns.org/Smart.php?id=nhkworld_japan
NatGeo HD,https://Smart.pendy.dpdns.org/Smart.php?id=Natgeo
NatGeo Wild HD,https://Smart.pendy.dpdns.org/Smart.php?id=Natgeowild
Nick Jr,https://Smart.pendy.dpdns.org/Smart.php?id=Nickjr
Nickelodeon,https://Smart.pendy.dpdns.org/Smart.php?id=Nickelodeon
Pick TV,https://Smart.pendy.dpdns.org/Smart.php?id=picktv_antik
Skynews,https://Smart.pendy.dpdns.org/Smart.php?id=skynews_antik
Skysports Arena,https://Smart.pendy.dpdns.org/Smart.php?id=tiankongarena
Skysports Cricket,https://Smart.pendy.dpdns.org/Smart.php?id=tiankongcricket
Skysports EPL,https://Smart.pendy.dpdns.org/Smart.php?id=tiankongepl
Skysports F1,https://Smart.pendy.dpdns.org/Smart.php?id=tiankongf1
Skysports Football,https://Smart.pendy.dpdns.org/Smart.php?id=tiankongfootball
Skysports Golf,https://Smart.pendy.dpdns.org/Smart.php?id=tiankonggolf
Skysports Main Event,https://Smart.pendy.dpdns.org/Smart.php?id=tiankongmain
Skysports News,https://Smart.pendy.dpdns.org/Smart.php?id=tiankongnews
Star Movies HD,https://Smart.pendy.dpdns.org/Smart.php?id=starmovies_raj
TLC,https://Smart.pendy.dpdns.org/Smart.php?id=Tlc
Thrill,https://Smart.pendy.dpdns.org/Smart.php?id=Thrill
Warner TV,https://Smart.pendy.dpdns.org/Smart.php?id=WarnerTV
itv 1,https://Smart.pendy.dpdns.org/Smart.php?id=itv1_antik
itv 2,https://Smart.pendy.dpdns.org/Smart.php?id=itv2_antik
越南 Vietnam,#genre#
ANTV,https://Smart.pendy.dpdns.org/Smart.php?id=viet_antv
BPTV 2,https://Smart.pendy.dpdns.org/Smart.php?id=viet_bptv2
BRT HD,https://Smart.pendy.dpdns.org/Smart.php?id=viet_brt
Ca Mau TV,https://Smart.pendy.dpdns.org/Smart.php?id=viet_camautv
Danang TV1 HD,https://Smart.pendy.dpdns.org/Smart.php?id=viet_danangtv1
Danang TV2 HD,https://Smart.pendy.dpdns.org/Smart.php?id=viet_danangtv2
HBTV HD,https://Smart.pendy.dpdns.org/Smart.php?id=viet_hbtv
HTV 7,https://Smart.pendy.dpdns.org/Smart.php?id=viet_htv7
HTV 9,https://Smart.pendy.dpdns.org/Smart.php?id=viet_htv9
PTTH 1,https://Smart.pendy.dpdns.org/Smart.php?id=viet_ptth1
VTV 1,https://Smart.pendy.dpdns.org/Smart.php?id=viet_vtv1
VTV 7,https://Smart.pendy.dpdns.org/Smart.php?id=viet_vtv7
韓國 Korea,#genre#
All the Kpop,https://Smart.pendy.dpdns.org/Smart.php?id=allthekpop_korea
Apps TV,https://Smart.pendy.dpdns.org/Smart.php?id=appongoogle_korea
Arirang HD,https://Smart.pendy.dpdns.org/Smart.php?id=arirang_korea
CBS,https://Smart.pendy.dpdns.org/Smart.php?id=cbs_korea
CGNTV,https://Smart.pendy.dpdns.org/Smart.php?id=cgntv_korea
EBS 1,https://Smart.pendy.dpdns.org/Smart.php?id=ebs1_korea
EBS Kids,https://Smart.pendy.dpdns.org/Smart.php?id=ebskids_korea
EBS Plus2,https://Smart.pendy.dpdns.org/Smart.php?id=ebsplus2_korea
EBS2,https://Smart.pendy.dpdns.org/Smart.php?id=ebs2_korea
J the Kpop,https://Smart.pendy.dpdns.org/Smart.php?id=jthekpop_korea
KBS World 24,https://Smart.pendy.dpdns.org/Smart.php?id=kbsworld24_korea
SBS Plus,https://Smart.pendy.dpdns.org/Smart.php?id=sbsplus_korea
YTN DMB,https://Smart.pendy.dpdns.org/Smart.php?id=ytndmb_korea
YTN Korean,https://Smart.pendy.dpdns.org/Smart.php?id=ytnkorean_korea
YTN Science,https://Smart.pendy.dpdns.org/Smart.php?id=ytnscience_korea
YTN,https://Smart.pendy.dpdns.org/Smart.php?id=ytn_korea
Yonhap News,https://Smart.pendy.dpdns.org/Smart.php?id=yonhapnews_korea
日本 Japan,#genre#
BS-TBS,https://Smart.pendy.dpdns.org/Smart.php?id=bstbs_japan
BSジャパン 181,https://Smart.pendy.dpdns.org/Smart.php?id=bs181_japan
BSフジ BS Fuji,https://Smart.pendy.dpdns.org/Smart.php?id=bsfuji_japan
CNA Japan,https://Smart.pendy.dpdns.org/Smart.php?id=cna_japan
JET 綜合,https://Smart.pendy.dpdns.org/Smart.php?id=jettv_japan
NHK Oaska,https://Smart.pendy.dpdns.org/Smart.php?id=nhkosaka_japan
NHK World,https://Smart.pendy.dpdns.org/Smart.php?id=nhkworld_japan
NHK-E,https://Smart.pendy.dpdns.org/Smart.php?id=nhke_japan
NHK-総合-2,https://Smart.pendy.dpdns.org/Smart.php?id=nhkg_japan
NHKBS1,https://Smart.pendy.dpdns.org/Smart.php?id=nhkbs1_japan
NHKBSプレミア Premium,https://Smart.pendy.dpdns.org/Smart.php?id=nhkpremium_japan
TOKYOMX,https://Smart.pendy.dpdns.org/Smart.php?id=tokyomx_japan
テレビ朝日 Asahi TV,https://Smart.pendy.dpdns.org/Smart.php?id=asahitv_japan
テレビ東京 Tokyo TV,https://Smart.pendy.dpdns.org/Smart.php?id=tokyotv_japan
